ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ;https://diavgeia.gov.gr/f/YAAT
ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ;https://diavgeia.gov.gr/f/ministryofjustice
ΥΠΟΥΡΓΕΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΑΝΑΣΥΓΚΡΟΤΗΣΗΣ;https://diavgeia.gov.gr/f/minadmin
ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ;https://diavgeia.gov.gr/f/ypetha
ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ;https://diavgeia.gov.gr/f/mfa
ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ, ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;https://diavgeia.gov.gr/f/min_erkaka
ΥΠΟΥΡΓΕΙΟ ΕΣΩΤΕΡΙΚΩΝ;https://diavgeia.gov.gr/f/ypesneo
ΥΠΟΥΡΓΕΙΟ ΜΕΤΑΝΑΣΤΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ;https://diavgeia.gov.gr/f/minmp
ΥΠΟΥΡΓΕΙΟ ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ;https://diavgeia.gov.gr/f/nautilias_new
ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ;https://diavgeia.gov.gr/f/mindev
ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ;https://diavgeia.gov.gr/f/minfin
ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ;https://diavgeia.gov.gr/f/YPET
ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ;https://diavgeia.gov.gr/f/YPEN
ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ;https://diavgeia.gov.gr/f/YPPOA_NEW
ΥΠΟΥΡΓΕΙΟ ΤΟΥΡΙΣΜΟΥ;https://diavgeia.gov.gr/f/mintourneo
ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΑΣΦΑΛΙΣΕΩΝ;https://diavgeia.gov.gr/f/min_yka
ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ;https://diavgeia.gov.gr/f/ymeneo
ΥΠΟΥΡΓΕΙΟ ΨΗΦΙΑΚΗΣ ΠΟΛΙΤΙΚΗΣ, ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΕΝΗΜΕΡΩΣΗΣ;https://diavgeia.gov.gr/f/mindp
ΔΗΜΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ;https://diavgeia.gov.gr/f/dimos_orestidos
ΔΗΜΟΣ AΓΙΟΥ ΝΙΚΟΛΑΟΥ;https://diavgeia.gov.gr/f/dimosagn
ΔΗΜΟΣ ΑΒΔΗΡΩΝ;https://diavgeia.gov.gr/f/avdera
ΔΗΜΟΣ ΑΓΑΘΟΝΗΣΙΟΥ;https://diavgeia.gov.gr/f/dimosAgathonisiou
ΔΗΜΟΣ ΑΓΙΑΣ;https://diavgeia.gov.gr/f/dimos_agias
ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ;https://diavgeia.gov.gr/f/dimos_agias_varvaras
ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;https://diavgeia.gov.gr/f/agiaparaskevi
ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ;https://diavgeia.gov.gr/f/agiosbasileios
ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;https://diavgeia.gov.gr/f/dad
ΔΗΜΟΣ ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ;https://diavgeia.gov.gr/f/agiosefstratios
ΔΗΜΟΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ;https://diavgeia.gov.gr/f/agankam
ΔΗΜΟΣ ΑΓΚΙΣΤΡΙΟΥ;https://diavgeia.gov.gr/f/dimos_agistriou
ΔΗΜΟΣ ΑΓΡΑΦΩΝ;https://diavgeia.gov.gr/f/dimos_agrafon
ΔΗΜΟΣ ΑΓΡΙΝΙΟΥ;https://diavgeia.gov.gr/f/agrinio
ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ;https://diavgeia.gov.gr/f/municipality_of_athens
ΔΗΜΟΣ ΑΙΓΑΛΕΩ;https://diavgeia.gov.gr/f/dimos_egaleo
ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ;https://diavgeia.gov.gr/f/dimos_aigialeias
ΔΗΜΟΣ ΑΙΓΙΝΑΣ;https://diavgeia.gov.gr/f/aegina
ΔΗΜΟΣ ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ;https://diavgeia.gov.gr/f/dimosaktioyvonitsas
ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΕΙΑΣ;https://diavgeia.gov.gr/f/dimos_alexandrias
ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ;https://diavgeia.gov.gr/f/Alexandroupolis
ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ;https://diavgeia.gov.gr/f/DIMOSALIARTOY
ΔΗΜΟΣ ΑΛΙΜΟΥ;https://diavgeia.gov.gr/f/dimos_alimou
ΔΗΜΟΣ ΑΛΜΥΡΟΥ;https://diavgeia.gov.gr/f/dimosalmyrou
ΔΗΜΟΣ ΑΛΜΩΠΙΑΣ;https://diavgeia.gov.gr/f/dimosalmopias
ΔΗΜΟΣ ΑΛΟΝΝΗΣΟΥ;https://diavgeia.gov.gr/f/dimosalonissou
ΔΗΜΟΣ ΑΜΑΡΙΟΥ;https://diavgeia.gov.gr/f/dimos_amariou
ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ;https://diavgeia.gov.gr/f/dimos_amaroussiou
ΔΗΜΟΣ ΑΜΟΡΓΟΥ;https://diavgeia.gov.gr/f/dimosamorgou
ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝΗΣ;https://diavgeia.gov.gr/f/ampelokipi-menemeni
ΔΗΜΟΣ ΑΜΥΝΤΑΙΟΥ;https://diavgeia.gov.gr/f/amyntaio
ΔΗΜΟΣ ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ;https://diavgeia.gov.gr/f/amfikleia_elateia
ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ;https://diavgeia.gov.gr/f/dimosamfiloxias_ota
ΔΗΜΟΣ ΑΜΦΙΠΟΛΗΣ;https://diavgeia.gov.gr/f/dimosamfipolis
ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ;https://diavgeia.gov.gr/f/anatoliki_mani
ΔΗΜΟΣ ΑΝΑΦΗΣ;https://diavgeia.gov.gr/f/dimos_anafis
ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ;https://diavgeia.gov.gr/f/andravida_killini
ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ;https://diavgeia.gov.gr/f/dimosandritsainaskrestenon
ΔΗΜΟΣ ΑΝΔΡΟΥ;https://diavgeia.gov.gr/f/andros
ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ;https://diavgeia.gov.gr/f/antiparos
ΔΗΜΟΣ ΑΝΩΓΕΙΩΝ;https://diavgeia.gov.gr/f/dimos_anogeia
ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ;https://diavgeia.gov.gr/f/dimosapokoronou
ΔΗΜΟΣ ΑΡΓΙΘΕΑΣ;https://diavgeia.gov.gr/f/dimos_argitheas
ΔΗΜΟΣ ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ;https://diavgeia.gov.gr/f/dimos_argous_mykinon
ΔΗΜΟΣ ΑΡΙΣΤΟΤΕΛΗ;https://diavgeia.gov.gr/f/dimosaristoteli
ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ;https://diavgeia.gov.gr/f/dimosarrianon
ΔΗΜΟΣ ΑΡΤΑΙΩΝ;https://diavgeia.gov.gr/f/dimosartaion
ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ;https://diavgeia.gov.gr/f/dimos_arxaias_olympias
ΔΗΜΟΣ ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ;https://diavgeia.gov.gr/f/dimosarchanonasterousion
ΔΗΜΟΣ ΑΣΠΡΟΠΥΡΓΟΥ;https://diavgeia.gov.gr/f/dimosaspropyrgou
ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ;https://diavgeia.gov.gr/f/dimosastipaleas
ΔΗΜΟΣ ΑΧΑΡΝΩΝ;https://diavgeia.gov.gr/f/dimosacharnon
ΔΗΜΟΣ ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ;https://diavgeia.gov.gr/f/VariVoulaVouliagmeni
ΔΗΜΟΣ ΒΕΛΟΥ - ΒΟΧΑΣ;https://diavgeia.gov.gr/f/velo-voha
ΔΗΜΟΣ ΒΕΡΟΙΑΣ;https://diavgeia.gov.gr/f/beroia
ΔΗΜΟΣ ΒΙΑΝΝΟΥ;https://diavgeia.gov.gr/f/dimos_viannos
ΔΗΜΟΣ ΒΙΣΑΛΤΙΑΣ;https://diavgeia.gov.gr/f/dimos_bisaltias
ΔΗΜΟΣ ΒΟΙΟΥ;https://diavgeia.gov.gr/f/dimosvoiou
ΔΗΜΟΣ ΒΟΛΒΗΣ;https://diavgeia.gov.gr/f/volvis
ΔΗΜΟΣ ΒΟΛΟΥ;https://diavgeia.gov.gr/f/volos
ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ;https://diavgeia.gov.gr/f/dimosboriaskinourias
ΔΗΜΟΣ ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ;https://diavgeia.gov.gr/f/dimos_vorion_tzoumerkon
ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ;https://diavgeia.gov.gr/f/dimosvrilissia
ΔΗΜΟΣ ΒΥΡΩΝΟΣ;https://diavgeia.gov.gr/f/dimosbyrona
ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ;https://diavgeia.gov.gr/f/dimosgalatsiou
ΔΗΜΟΣ ΓΑΥΔΟΥ;https://diavgeia.gov.gr/f/gavdou_dimos
ΔΗΜΟΣ ΓΕΩΡΓΙΟΥ ΚΑΡΑΙΣΚΑΚΗ;https://diavgeia.gov.gr/f/dimosgkaraiskakis
ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ;https://diavgeia.gov.gr/f/dhmos_glyfadas
ΔΗΜΟΣ ΓΟΡΤΥΝΑΣ;https://diavgeia.gov.gr/f/odegortynas
ΔΗΜΟΣ ΓΟΡΤΥΝΙΑΣ;https://diavgeia.gov.gr/f/gortynia
ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ;https://diavgeia.gov.gr/f/dimos_grevenon
ΔΗΜΟΣ ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ;https://diavgeia.gov.gr/f/dafni_ymhttos
ΔΗΜΟΣ ΔΕΛΤΑ;https://diavgeia.gov.gr/f/dimosdelta
ΔΗΜΟΣ ΔΕΛΦΩΝ;https://diavgeia.gov.gr/f/dimosdelfon
ΔΗΜΟΣ ΔΕΣΚΑΤΗΣ;https://diavgeia.gov.gr/f/dimosdeskatis
ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ;https://diavgeia.gov.gr/f/dimos_didymoteichou
ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ;https://diavgeia.gov.gr/f/dhmos_dionysou
ΔΗΜΟΣ ΔΙΟΥ - ΟΛΥΜΠΟΥ;https://diavgeia.gov.gr/f/dioy-olympou
ΔΗΜΟΣ ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ;https://diavgeia.gov.gr/f/dirfionmessapion
ΔΗΜΟΣ ΔΙΣΤΟΜΟΥ-ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ;https://diavgeia.gov.gr/f/Dimos_Distomo_Arahona_Antikyra
ΔΗΜΟΣ ΔΟΜΟΚΟΥ;https://diavgeia.gov.gr/f/domokos
ΔΗΜΟΣ ΔΟΞΑΤΟΥ;https://diavgeia.gov.gr/f/dimosdoxatou
ΔΗΜΟΣ ΔΡΑΜΑΣ;https://diavgeia.gov.gr/f/dimosdramas
ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ;https://diavgeia.gov.gr/f/dimosdymaion
ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΜΑΝΗΣ;https://diavgeia.gov.gr/f/dimos_ditikismanis
ΔΗΜΟΣ ΔΩΔΩΝΗΣ;https://diavgeia.gov.gr/f/dodoni
ΔΗΜΟΣ ΔΩΡΙΔΟΣ;https://diavgeia.gov.gr/f/DHMOSDORIDOS
ΔΗΜΟΣ ΕΔΕΣΣΑΣ;https://diavgeia.gov.gr/f/dhmos_edessas
ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ;https://diavgeia.gov.gr/f/delassonas
ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ;https://diavgeia.gov.gr/f/dimoselafonisou
ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ;https://diavgeia.gov.gr/f/dimos_elefsinas
ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ;https://diavgeia.gov.gr/f/elliniko-argyroupoli
ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ;https://diavgeia.gov.gr/f/empapas
ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ;https://diavgeia.gov.gr/f/dhmoseordaias
ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ;https://diavgeia.gov.gr/f/epidavros
ΔΗΜΟΣ ΕΡΕΤΡΙΑΣ;https://diavgeia.gov.gr/f/eretria
ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ;https://diavgeia.gov.gr/f/ermionidas_dimos
ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ;https://diavgeia.gov.gr/f/dimoserymanthou
ΔΗΜΟΣ ΕΥΡΩΤΑ;https://diavgeia.gov.gr/f/eurota
ΔΗΜΟΣ ΖΑΓΟΡΑΣ - ΜΟΥΡΕΣΙΟΥ;https://diavgeia.gov.gr/f/dimoszagoramouresiou
ΔΗΜΟΣ ΖΑΓΟΡΙΟΥ;https://diavgeia.gov.gr/f/dzagoriou
ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ;https://diavgeia.gov.gr/f/dimos_zakynthou
ΔΗΜΟΣ ΖΑΧΑΡΩΣ;https://diavgeia.gov.gr/f/dimoszacharos
ΔΗΜΟΣ ΖΗΡΟΥ;https://diavgeia.gov.gr/f/ziros
ΔΗΜΟΣ ΖΙΤΣΑΣ;https://diavgeia.gov.gr/f/dimoszitsas
ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ;https://diavgeia.gov.gr/f/dzografou
ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ;https://diavgeia.gov.gr/f/igoumenitsa
ΔΗΜΟΣ ΗΛΙΔΑΣ;https://diavgeia.gov.gr/f/dimosilidas
ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΗΣ;https://diavgeia.gov.gr/f/ilioupoli
ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ;https://diavgeia.gov.gr/f/Dimos_Irakleias
ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ;https://diavgeia.gov.gr/f/dhmosiraklioy
ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ (ΚΡΗΤΗΣ);https://diavgeia.gov.gr/f/heraklion
ΔΗΜΟΣ ΘΑΣΟΥ;https://diavgeia.gov.gr/f/dimosthassou
ΔΗΜΟΣ ΘΕΡΜΑΙΚΟΥ;https://diavgeia.gov.gr/f/dhmos_thermaikou
ΔΗΜΟΣ ΘΕΡΜΗΣ;https://diavgeia.gov.gr/f/dimosthermis
ΔΗΜΟΣ ΘΕΡΜΟΥ;https://diavgeia.gov.gr/f/dimosthermo
ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ;https://diavgeia.gov.gr/f/Municipality_of_Thessaloniki
ΔΗΜΟΣ ΘΗΒΑΙΩΝ;https://diavgeia.gov.gr/f/dimosthivas
ΔΗΜΟΣ ΘΗΡΑΣ;https://diavgeia.gov.gr/f/thira
ΔΗΜΟΣ ΙΑΣΜΟΥ;https://diavgeia.gov.gr/f/iasmos
ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ;https://diavgeia.gov.gr/f/dimosierapetras
ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ;https://diavgeia.gov.gr/f/dimos_i_p_mesolonghiou
ΔΗΜΟΣ ΙΗΤΩΝ;https://diavgeia.gov.gr/f/dimos_iiton
ΔΗΜΟΣ ΙΘΑΚΗΣ;https://diavgeia.gov.gr/f/dimosithakis
ΔΗΜΟΣ ΙΚΑΡΙΑΣ;https://diavgeia.gov.gr/f/dimos_ikarias
ΔΗΜΟΣ ΙΛΙΟΥ;https://diavgeia.gov.gr/f/dimosiliou
ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ;https://diavgeia.gov.gr/f/istiaias-aidipsou
ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ;https://diavgeia.gov.gr/f/dimos_ioanniton
ΔΗΜΟΣ ΚΑΒΑΛΑΣ;https://diavgeia.gov.gr/f/dimos_kavalas
ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ;https://diavgeia.gov.gr/f/kessariani
